phylum,class,order,family,genus,species,country,adm1,lon,lat
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-94.778495000000007,29.308740000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.569547000000000,29.536895000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.134882000000005,26.083929999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.295839999999998,30.645640000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.457947000000004,29.457204999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.094930000000005,29.507453999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.550251000000003,29.655242000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.736655999999996,26.175495000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.383937000000003,26.180025000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.419770000000000,29.735375000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.745849000000007,29.722079000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.395465000000002,29.763207999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.396247000000002,27.696141999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.872624000000002,30.164725000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.703376000000006,29.495486000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-94.819985000000003,29.287890999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.704149000000001,29.495808000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.468249999999998,29.356929999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.138210000000001,26.078579999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.340912000000003,30.120000000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.709784999999997,30.278900000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.578894000000005,29.475631000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.386864000000003,26.178792999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-99.451812000000004,27.571514000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.958647999999997,26.124886000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.136161000000001,26.081347000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.623609999999999,26.174052000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.629311999999999,26.177745000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.921197000000006,29.939579999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.249099999999999,29.558492000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.382373000000001,26.180544999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.073752999999996,29.802700000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.736840999999998,30.457792000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.840338000000003,29.739380000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.828522000000007,29.807024999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.443466000000001,29.354610999999998
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.398138000000003,27.651730000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-94.185298000000003,30.113969000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.666375000000002,29.642354000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.143680000000003,29.481524000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.728722000000005,30.711963000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.248846999999998,29.556550000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.424274999999994,29.394559000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.467102999999994,31.198191999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.557109999999994,30.015167000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.522989999999993,30.136044999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.944654999999997,29.899988000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.556726999999995,30.013732000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.385531999999998,29.374355000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.639795000000007,29.980412000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.745698000000004,29.429800000000000
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.742171999999997,29.954533000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-95.385369999999995,29.795342000000002
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-96.988791000000006,28.844311000000001
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-97.695751000000001,30.527747999999999
Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Belocaulus,Belocaulus angustipes,United States,Texas,-98.434031000000004,29.657088999999999
